referencia,ano,mes,regiao,estado,gasolina_comum_preco_revenda_avg,etanol_hidratado_preco_revenda_avg
2018-04,2018,4,Nordeste,Bahia,4.259,3.378
2018-04,2018,4,Nordeste,Ceara,4.365,3.578
2018-04,2018,4,Centro Oeste,Distrito Federal,4.274,3.567
2018-04,2018,4,Sudeste,Espirito Santo,4.103,3.625
2018-04,2018,4,Centro Oeste,Goias,4.406,2.997
2018-04,2018,4,Nordeste,Maranhao,3.873,3.515
2018-04,2018,4,Centro Oeste,Mato Grosso,4.228,2.951
2018-04,2018,4,Centro Oeste,Mato Grosso Do Sul,4.132,3.496
2018-04,2018,4,Sudeste,Minas Gerais,4.486,3.153
2018-04,2018,4,Norte,Para,4.292,3.698
2018-04,2018,4,Nordeste,Paraiba,3.896,3.103
2018-04,2018,4,Sul,Parana,4.116,3.032
2018-04,2018,4,Nordeste,Pernambuco,4.069,3.192
2018-04,2018,4,Nordeste,Piaui,4.231,3.525
2018-04,2018,4,Sudeste,Rio De Janeiro,4.718,3.72
2018-04,2018,4,Nordeste,Rio Grande Do Norte,4.218,3.406
2018-04,2018,4,Sul,Rio Grande Do Sul,4.349,4.074
2018-04,2018,4,Norte,Rondonia,4.297,3.732
2018-04,2018,4,Norte,Roraima,4.159,3.677
2018-04,2018,4,Sul,Santa Catarina,3.905,3.553
2018-04,2018,4,Sudeste,Sao Paulo,4.014,2.8
2018-04,2018,4,Nordeste,Sergipe,4.08,3.571
2018-04,2018,4,Norte,Tocantins,4.412,3.673
2018-05,2018,5,Norte,Acre,4.938,4.076
2018-05,2018,5,Nordeste,Alagoas,4.307,3.496
2018-05,2018,5,Norte,Amapa,4.163,3.857
2018-05,2018,5,Norte,Amazonas,4.536,3.621
2018-05,2018,5,Nordeste,Bahia,4.482,3.46
2018-05,2018,5,Nordeste,Ceara,4.561,3.625
2018-05,2018,5,Centro Oeste,Distrito Federal,4.331,3.524
2018-05,2018,5,Sudeste,Espirito Santo,4.276,3.615
2018-05,2018,5,Centro Oeste,Goias,4.422,2.698
2018-05,2018,5,Nordeste,Maranhao,4.011,3.547
2018-05,2018,5,Centro Oeste,Mato Grosso,4.277,2.78
2018-05,2018,5,Centro Oeste,Mato Grosso Do Sul,4.168,3.48
2018-05,2018,5,Sudeste,Minas Gerais,4.569,2.983
2018-05,2018,5,Norte,Para,4.401,3.682
2018-05,2018,5,Nordeste,Paraiba,4.084,3.129
2018-05,2018,5,Sul,Parana,4.215,2.885
2018-05,2018,5,Nordeste,Pernambuco,4.299,3.274
2018-05,2018,5,Nordeste,Piaui,4.351,3.442
2018-05,2018,5,Sudeste,Rio De Janeiro,4.769,3.545
2018-05,2018,5,Nordeste,Rio Grande Do Norte,4.359,3.516
2018-05,2018,5,Sul,Rio Grande Do Sul,4.465,4.037
2018-05,2018,5,Norte,Rondonia,4.372,3.812
2018-05,2018,5,Norte,Roraima,4.328,3.773
2018-05,2018,5,Sul,Santa Catarina,3.99,3.473
2018-05,2018,5,Sudeste,Sao Paulo,4.08,2.628
2018-05,2018,5,Nordeste,Sergipe,4.273,3.6
2018-05,2018,5,Norte,Tocantins,4.524,3.659
2018-06,2018,6,Norte,Acre,5.036,3.994
2018-06,2018,6,Nordeste,Alagoas,4.643,3.642
2018-06,2018,6,Norte,Amapa,4.101,3.836
2018-06,2018,6,Norte,Amazonas,4.49,3.612
2018-06,2018,6,Nordeste,Bahia,4.609,3.489
2018-06,2018,6,Nordeste,Ceara,4.727,3.772
2018-06,2018,6,Centro Oeste,Distrito Federal,4.616,3.524
2018-06,2018,6,Sudeste,Espirito Santo,4.506,3.54
2018-06,2018,6,Centro Oeste,Goias,4.788,2.935
2018-06,2018,6,Nordeste,Maranhao,4.277,3.601
2018-06,2018,6,Centro Oeste,Mato Grosso,4.655,2.687
2018-06,2018,6,Centro Oeste,Mato Grosso Do Sul,4.399,3.358
2018-06,2018,6,Sudeste,Minas Gerais,4.86,3.087
2018-06,2018,6,Norte,Para,4.547,3.708
2018-06,2018,6,Nordeste,Paraiba,4.334,3.348
2018-06,2018,6,Sul,Parana,4.456,3.019
2018-06,2018,6,Nordeste,Pernambuco,4.543,3.447
2018-06,2018,6,Nordeste,Piaui,4.546,3.416
2018-06,2018,6,Sudeste,Rio De Janeiro,4.974,3.592
2018-06,2018,6,Nordeste,Rio Grande Do Norte,4.541,3.639
2018-06,2018,6,Sul,Rio Grande Do Sul,4.724,4.059
2018-06,2018,6,Norte,Rondonia,4.502,3.762
2018-06,2018,6,Norte,Roraima,4.333,3.808
2018-06,2018,6,Sul,Santa Catarina,4.236,3.508
2018-06,2018,6,Sudeste,Sao Paulo,4.34,2.768
2018-06,2018,6,Nordeste,Sergipe,4.402,3.721
2018-06,2018,6,Norte,Tocantins,4.742,3.62
2018-07,2018,7,Norte,Acre,5.033,3.997
2018-07,2018,7,Nordeste,Alagoas,4.683,3.666
2018-07,2018,7,Norte,Amapa,4.033,3.972
2018-07,2018,7,Norte,Amazonas,4.297,3.542
2018-07,2018,7,Nordeste,Bahia,4.631,3.5
2018-07,2018,7,Nordeste,Ceara,4.588,3.735
2018-07,2018,7,Centro Oeste,Distrito Federal,4.578,3.397
2018-07,2018,7,Sudeste,Espirito Santo,4.474,3.531
2018-07,2018,7,Centro Oeste,Goias,4.727,2.859
2018-07,2018,7,Nordeste,Maranhao,4.3,3.592
2018-07,2018,7,Centro Oeste,Mato Grosso,4.624,2.644
2018-07,2018,7,Centro Oeste,Mato Grosso Do Sul,4.289,3.252
2018-07,2018,7,Sudeste,Minas Gerais,4.794,3.012
2018-07,2018,7,Norte,Para,4.527,3.681
2018-07,2018,7,Nordeste,Paraiba,4.29,3.384
2018-07,2018,7,Sul,Parana,4.333,2.842
2018-07,2018,7,Nordeste,Pernambuco,4.411,3.393
2018-07,2018,7,Nordeste,Piaui,4.522,3.43
2018-07,2018,7,Sudeste,Rio De Janeiro,4.926,3.45
2018-07,2018,7,Nordeste,Rio Grande Do Norte,4.464,3.645
2018-07,2018,7,Sul,Rio Grande Do Sul,4.749,4.034
2018-07,2018,7,Norte,Rondonia,4.563,3.774
2018-07,2018,7,Norte,Roraima,4.209,3.811
2018-07,2018,7,Sul,Santa Catarina,4.151,3.468
2018-07,2018,7,Sudeste,Sao Paulo,4.258,2.571
2018-07,2018,7,Nordeste,Sergipe,4.471,3.749
2018-07,2018,7,Norte,Tocantins,4.724,3.644
2018-08,2018,8,Norte,Acre,5.025,3.989
2018-08,2018,8,Nordeste,Alagoas,4.646,3.563
2018-08,2018,8,Norte,Amazonas,4.689,3.526
2018-08,2018,8,Nordeste,Bahia,4.622,3.412
2018-08,2018,8,Nordeste,Ceara,4.432,3.644
2018-08,2018,8,Centro Oeste,Distrito Federal,4.429,3.17
2018-08,2018,8,Sudeste,Espirito Santo,4.478,3.518
2018-08,2018,8,Centro Oeste,Goias,4.677,2.808
2018-08,2018,8,Nordeste,Maranhao,4.304,3.562
2018-08,2018,8,Centro Oeste,Mato Grosso,4.608,2.563
2018-08,2018,8,Centro Oeste,Mato Grosso Do Sul,4.206,3.147
2018-08,2018,8,Sudeste,Minas Gerais,4.735,2.841
2018-08,2018,8,Norte,Para,4.543,3.653
2018-08,2018,8,Nordeste,Paraiba,4.307,3.344
2018-08,2018,8,Sul,Parana,4.26,2.676
2018-08,2018,8,Nordeste,Pernambuco,4.291,3.327
2018-08,2018,8,Nordeste,Piaui,4.466,3.37
2018-08,2018,8,Sudeste,Rio De Janeiro,4.888,3.279
2018-08,2018,8,Nordeste,Rio Grande Do Norte,4.516,3.616
2018-08,2018,8,Sul,Rio Grande Do Sul,4.651,3.877
2018-08,2018,8,Norte,Rondonia,4.564,3.705
2018-08,2018,8,Norte,Roraima,4.204,3.766
2018-08,2018,8,Sul,Santa Catarina,4.092,3.382
2018-08,2018,8,Sudeste,Sao Paulo,4.214,2.434
2018-08,2018,8,Nordeste,Sergipe,4.51,3.622
2018-08,2018,8,Norte,Tocantins,4.742,3.615
2018-09,2018,9,Norte,Acre,5.176,4.011
2018-09,2018,9,Nordeste,Alagoas,4.769,3.46
2018-09,2018,9,Norte,Amapa,4.219,3.84
2018-09,2018,9,Norte,Amazonas,4.724,3.519
2018-09,2018,9,Nordeste,Bahia,4.774,3.458
2018-09,2018,9,Nordeste,Ceara,4.667,3.611
2018-09,2018,9,Centro Oeste,Distrito Federal,4.771,3.262
2018-09,2018,9,Sudeste,Espirito Santo,4.677,3.542
2018-09,2018,9,Centro Oeste,Goias,4.852,2.912
2018-09,2018,9,Nordeste,Maranhao,4.394,3.575
2018-09,2018,9,Centro Oeste,Mato Grosso,4.745,2.704
2018-09,2018,9,Centro Oeste,Mato Grosso Do Sul,4.375,3.248
2018-09,2018,9,Sudeste,Minas Gerais,4.906,2.967
2018-09,2018,9,Norte,Para,4.742,3.737
2018-09,2018,9,Nordeste,Paraiba,4.487,3.287
2018-09,2018,9,Sul,Parana,4.463,2.843
2018-09,2018,9,Nordeste,Pernambuco,4.457,3.294
2018-09,2018,9,Nordeste,Piaui,4.7,3.419
2018-09,2018,9,Sudeste,Rio De Janeiro,5.013,3.347
2018-09,2018,9,Nordeste,Rio Grande Do Norte,4.709,3.589
2018-09,2018,9,Sul,Rio Grande Do Sul,4.798,3.911
2018-09,2018,9,Norte,Rondonia,4.722,3.783
2018-09,2018,9,Norte,Roraima,4.475,3.747
2018-09,2018,9,Sul,Santa Catarina,4.268,3.398
2018-09,2018,9,Sudeste,Sao Paulo,4.399,2.609
2018-09,2018,9,Nordeste,Sergipe,4.755,3.516
2018-09,2018,9,Norte,Tocantins,4.925,3.668
2018-10,2018,10,Norte,Acre,5.353,4.034
2018-10,2018,10,Nordeste,Alagoas,4.848,3.411
2018-10,2018,10,Norte,Amapa,4.328,4.24
2018-10,2018,10,Norte,Amazonas,4.864,3.58
2018-10,2018,10,Nordeste,Bahia,4.879,3.506
2018-10,2018,10,Nordeste,Ceara,4.753,3.633
2018-10,2018,10,Centro Oeste,Distrito Federal,4.851,3.35
2018-10,2018,10,Sudeste,Espirito Santo,4.752,3.615
2018-10,2018,10,Centro Oeste,Goias,4.95,3.075
2018-10,2018,10,Nordeste,Maranhao,4.492,3.606
2018-10,2018,10,Centro Oeste,Mato Grosso,4.846,2.896
2018-10,2018,10,Centro Oeste,Mato Grosso Do Sul,4.437,3.331
2018-10,2018,10,Sudeste,Minas Gerais,4.957,3.069
2018-10,2018,10,Norte,Para,4.821,3.753
2018-10,2018,10,Nordeste,Paraiba,4.574,3.172
2018-10,2018,10,Sul,Parana,4.538,2.998
2018-10,2018,10,Nordeste,Pernambuco,4.604,3.252
2018-10,2018,10,Nordeste,Piaui,4.764,3.418
2018-10,2018,10,Sudeste,Rio De Janeiro,5.092,3.487
2018-10,2018,10,Nordeste,Rio Grande Do Norte,4.745,3.564
2018-10,2018,10,Sul,Rio Grande Do Sul,4.93,4.033
2018-10,2018,10,Norte,Rondonia,4.801,3.895
2018-10,2018,10,Norte,Roraima,4.615,3.976
2018-10,2018,10,Sul,Santa Catarina,4.348,3.474
2018-10,2018,10,Sudeste,Sao Paulo,4.499,2.758
2018-10,2018,10,Nordeste,Sergipe,4.852,3.479
2018-10,2018,10,Norte,Tocantins,5.065,3.778
2018-11,2018,11,Norte,Acre,5.181,4.029
2018-11,2018,11,Nordeste,Alagoas,4.79,3.364
2018-11,2018,11,Norte,Amapa,4.085,3.99
2018-11,2018,11,Norte,Amazonas,4.884,3.629
2018-11,2018,11,Nordeste,Bahia,4.711,3.332
2018-11,2018,11,Nordeste,Ceara,4.653,3.573
2018-11,2018,11,Centro Oeste,Distrito Federal,4.611,3.369
2018-11,2018,11,Sudeste,Espirito Santo,4.633,3.639
2018-11,2018,11,Centro Oeste,Goias,4.729,2.988
2018-11,2018,11,Nordeste,Maranhao,4.43,3.661
2018-11,2018,11,Centro Oeste,Mato Grosso,4.791,2.883
2018-11,2018,11,Centro Oeste,Mato Grosso Do Sul,4.299,3.365
2018-11,2018,11,Sudeste,Minas Gerais,4.837,3.079
2018-11,2018,11,Norte,Para,4.703,3.747
2018-11,2018,11,Nordeste,Paraiba,4.532,3.11
2018-11,2018,11,Sul,Parana,4.377,2.966
2018-11,2018,11,Nordeste,Pernambuco,4.489,3.19
2018-11,2018,11,Nordeste,Piaui,4.669,3.37
2018-11,2018,11,Sudeste,Rio De Janeiro,5.013,3.525
2018-11,2018,11,Nordeste,Rio Grande Do Norte,4.538,3.465
2018-11,2018,11,Sul,Rio Grande Do Sul,4.787,4.062
2018-11,2018,11,Norte,Rondonia,4.663,3.894
2018-11,2018,11,Norte,Roraima,4.38,3.924
2018-11,2018,11,Sul,Santa Catarina,4.278,3.529
2018-11,2018,11,Sudeste,Sao Paulo,4.372,2.75
2018-11,2018,11,Nordeste,Sergipe,4.698,3.42
2018-11,2018,11,Norte,Tocantins,4.908,3.797
2018-12,2018,12,Norte,Acre,4.914,4.014
2018-12,2018,12,Nordeste,Alagoas,4.65,3.296
2018-12,2018,12,Norte,Amazonas,4.129,3.566
2018-12,2018,12,Nordeste,Bahia,4.461,3.317
2018-12,2018,12,Nordeste,Ceara,4.478,3.518
2018-12,2018,12,Centro Oeste,Distrito Federal,4.315,3.309
2018-12,2018,12,Sudeste,Espirito Santo,4.454,3.551
2018-12,2018,12,Centro Oeste,Goias,4.519,3.08
2018-12,2018,12,Nordeste,Maranhao,4.217,3.602
2018-12,2018,12,Centro Oeste,Mato Grosso,4.589,2.744
2018-12,2018,12,Centro Oeste,Mato Grosso Do Sul,4.13,3.338
2018-12,2018,12,Sudeste,Minas Gerais,4.628,2.978
2018-12,2018,12,Norte,Para,4.536,3.727
2018-12,2018,12,Nordeste,Paraiba,4.373,3.055
2018-12,2018,12,Sul,Parana,4.158,2.88
2018-12,2018,12,Nordeste,Pernambuco,4.238,3.06
2018-12,2018,12,Nordeste,Piaui,4.474,3.319
2018-12,2018,12,Sudeste,Rio De Janeiro,4.826,3.407
2018-12,2018,12,Nordeste,Rio Grande Do Norte,4.358,3.377
2018-12,2018,12,Sul,Rio Grande Do Sul,4.54,4.001
2018-12,2018,12,Norte,Rondonia,4.456,3.845
2018-12,2018,12,Norte,Roraima,4.126,3.932
2018-12,2018,12,Sul,Santa Catarina,4.078,3.48
2018-12,2018,12,Sudeste,Sao Paulo,4.148,2.641
2018-12,2018,12,Nordeste,Sergipe,4.489,3.293
2018-12,2018,12,Norte,Tocantins,4.593,3.718
2019-01,2019,1,Norte,Acre,4.782,4.03
2019-01,2019,1,Nordeste,Alagoas,4.436,3.305
2019-01,2019,1,Norte,Amazonas,3.852,3.466
2019-01,2019,1,Nordeste,Bahia,4.472,3.386
2019-01,2019,1,Nordeste,Ceara,4.272,3.468
2019-01,2019,1,Centro Oeste,Distrito Federal,4.159,3.267
2019-01,2019,1,Sudeste,Espirito Santo,4.371,3.514
2019-01,2019,1,Centro Oeste,Goias,4.382,2.988
2019-01,2019,1,Nordeste,Maranhao,4.154,3.599
2019-01,2019,1,Centro Oeste,Mato Grosso,4.527,2.691
2019-01,2019,1,Centro Oeste,Mato Grosso Do Sul,4.047,3.325
2019-01,2019,1,Sudeste,Minas Gerais,4.555,2.96
2019-01,2019,1,Norte,Para,4.445,3.697
2019-01,2019,1,Nordeste,Paraiba,4.131,2.954
2019-01,2019,1,Sul,Parana,4.092,2.849
2019-01,2019,1,Nordeste,Pernambuco,4.177,3.081
2019-01,2019,1,Nordeste,Piaui,4.395,3.305
2019-01,2019,1,Sudeste,Rio De Janeiro,4.78,3.595
2019-01,2019,1,Nordeste,Rio Grande Do Norte,4.171,3.304
2019-01,2019,1,Sul,Rio Grande Do Sul,4.388,3.972
2019-01,2019,1,Norte,Rondonia,4.37,3.842
2019-01,2019,1,Norte,Roraima,3.955,3.858
2019-01,2019,1,Sul,Santa Catarina,4.017,3.456
2019-01,2019,1,Sudeste,Sao Paulo,4.058,2.625
2019-01,2019,1,Nordeste,Sergipe,4.255,3.263
2019-01,2019,1,Norte,Tocantins,4.48,3.68
2019-02,2019,2,Norte,Acre,4.686,4.009
2019-02,2019,2,Nordeste,Alagoas,4.343,3.317
2019-02,2019,2,Norte,Amapa,3.794,3.59
2019-02,2019,2,Norte,Amazonas,3.775,3.293
2019-02,2019,2,Nordeste,Bahia,4.433,3.352
2019-02,2019,2,Nordeste,Ceara,4.247,3.491
2019-02,2019,2,Centro Oeste,Distrito Federal,4.075,3.173
2019-02,2019,2,Sudeste,Espirito Santo,4.28,3.482
2019-02,2019,2,Centro Oeste,Goias,4.363,2.922
2019-02,2019,2,Nordeste,Maranhao,4.056,3.597
2019-02,2019,2,Centro Oeste,Mato Grosso,4.392,2.543
2019-02,2019,2,Centro Oeste,Mato Grosso Do Sul,3.93,3.274
2019-02,2019,2,Sudeste,Minas Gerais,4.509,2.929
2019-02,2019,2,Norte,Para,4.339,3.684
2019-02,2019,2,Nordeste,Paraiba,3.986,2.918
2019-02,2019,2,Sul,Parana,4.022,2.832
2019-02,2019,2,Nordeste,Pernambuco,4.133,3.096
2019-02,2019,2,Nordeste,Piaui,4.238,3.236
2019-02,2019,2,Sudeste,Rio De Janeiro,4.707,3.62
2019-02,2019,2,Nordeste,Rio Grande Do Norte,4.071,3.271
2019-02,2019,2,Sul,Rio Grande Do Sul,4.228,3.919
2019-02,2019,2,Norte,Rondonia,4.323,3.818
2019-02,2019,2,Norte,Roraima,3.818,3.753
2019-02,2019,2,Sul,Santa Catarina,3.962,3.447
2019-02,2019,2,Sudeste,Sao Paulo,3.974,2.607
2019-02,2019,2,Nordeste,Sergipe,4.19,3.294
2019-02,2019,2,Norte,Tocantins,4.392,3.664
2019-03,2019,3,Norte,Acre,4.786,3.995
2019-03,2019,3,Nordeste,Alagoas,4.411,3.393
2019-03,2019,3,Norte,Amazonas,4.096,3.315
2019-03,2019,3,Nordeste,Bahia,4.538,3.448
2019-03,2019,3,Nordeste,Ceara,4.559,3.633
2019-03,2019,3,Centro Oeste,Distrito Federal,4.251,3.286
2019-03,2019,3,Sudeste,Espirito Santo,4.358,3.52
2019-03,2019,3,Centro Oeste,Goias,4.343,2.885
2019-03,2019,3,Nordeste,Maranhao,4.255,3.638
2019-03,2019,3,Centro Oeste,Mato Grosso,4.455,2.612
2019-03,2019,3,Centro Oeste,Mato Grosso Do Sul,4.008,3.38
2019-03,2019,3,Sudeste,Minas Gerais,4.622,3.118
2019-03,2019,3,Norte,Para,4.433,3.73
2019-03,2019,3,Nordeste,Paraiba,3.982,3.025
2019-03,2019,3,Sul,Parana,4.13,3.01
2019-03,2019,3,Nordeste,Pernambuco,4.213,3.217
2019-03,2019,3,Nordeste,Piaui,4.442,3.381
2019-03,2019,3,Sudeste,Rio De Janeiro,4.786,3.852
2019-03,2019,3,Nordeste,Rio Grande Do Norte,4.317,3.405
2019-03,2019,3,Sul,Rio Grande Do Sul,4.437,4.034
2019-03,2019,3,Norte,Rondonia,4.456,3.816
2019-03,2019,3,Norte,Roraima,3.932,3.72
2019-03,2019,3,Sul,Santa Catarina,4.046,3.526
2019-03,2019,3,Sudeste,Sao Paulo,4.056,2.812
2019-03,2019,3,Nordeste,Sergipe,4.366,3.475
2019-03,2019,3,Norte,Tocantins,4.457,3.682
2019-04,2019,4,Norte,Acre,4.868,3.979
2019-04,2019,4,Nordeste,Alagoas,4.567,3.566
2019-04,2019,4,Norte,Amapa,4.036,3.857
2019-04,2019,4,Norte,Amazonas,4.29,3.341
2019-04,2019,4,Nordeste,Bahia,4.566,3.47
2019-04,2019,4,Nordeste,Ceara,4.679,3.726
2019-04,2019,4,Centro Oeste,Distrito Federal,4.374,3.333
2019-04,2019,4,Sudeste,Espirito Santo,4.472,3.582
2019-04,2019,4,Centro Oeste,Goias,4.519,3.007
2019-04,2019,4,Nordeste,Maranhao,4.387,3.686
2019-04,2019,4,Centro Oeste,Mato Grosso,4.494,2.613
2019-04,2019,4,Centro Oeste,Mato Grosso Do Sul,4.189,3.479
2019-04,2019,4,Sudeste,Minas Gerais,4.716,3.173
2019-04,2019,4,Norte,Para,4.555,3.821
2019-04,2019,4,Nordeste,Paraiba,4.219,3.312
2019-04,2019,4,Sul,Parana,4.25,3.076
2019-04,2019,4,Nordeste,Pernambuco,4.361,3.434
2019-04,2019,4,Nordeste,Piaui,4.722,3.631
2019-04,2019,4,Sudeste,Rio De Janeiro,4.886,3.933
2019-04,2019,4,Nordeste,Rio Grande Do Norte,4.536,3.589
2019-04,2019,4,Sul,Rio Grande Do Sul,4.694,4.161
2019-04,2019,4,Norte,Rondonia,4.642,3.839
2019-04,2019,4,Norte,Roraima,4.198,3.727
2019-04,2019,4,Sul,Santa Catarina,4.195,3.629
2019-04,2019,4,Sudeste,Sao Paulo,4.168,2.843
2019-04,2019,4,Nordeste,Sergipe,4.486,3.582
2019-04,2019,4,Norte,Tocantins,4.555,3.749
2019-05,2019,5,Norte,Acre,5.075,3.994
2019-05,2019,5,Nordeste,Alagoas,4.667,3.771
2019-05,2019,5,Norte,Amapa,4.185,3.916
2019-05,2019,5,Norte,Amazonas,4.169,3.417
2019-05,2019,5,Nordeste,Bahia,4.662,3.555
2019-05,2019,5,Nordeste,Ceara,4.741,3.829
2019-05,2019,5,Centro Oeste,Distrito Federal,4.473,3.365
2019-05,2019,5,Sudeste,Espirito Santo,4.623,3.722
2019-05,2019,5,Centro Oeste,Goias,4.746,3.09
2019-05,2019,5,Nordeste,Maranhao,4.586,3.843
2019-05,2019,5,Centro Oeste,Mato Grosso,4.562,2.671
2019-05,2019,5,Centro Oeste,Mato Grosso Do Sul,4.361,3.562
2019-05,2019,5,Sudeste,Minas Gerais,4.839,3.158
2019-05,2019,5,Norte,Para,4.691,3.864
2019-05,2019,5,Nordeste,Paraiba,4.424,3.569
2019-05,2019,5,Sul,Parana,4.36,3.032
2019-05,2019,5,Nordeste,Pernambuco,4.529,3.699
2019-05,2019,5,Nordeste,Piaui,4.816,3.763
2019-05,2019,5,Sudeste,Rio De Janeiro,5.007,3.979
2019-05,2019,5,Nordeste,Rio Grande Do Norte,4.798,3.753
2019-05,2019,5,Sul,Rio Grande Do Sul,4.8,4.257
2019-05,2019,5,Norte,Rondonia,4.778,3.891
2019-05,2019,5,Norte,Roraima,4.406,3.767
2019-05,2019,5,Sul,Santa Catarina,4.26,3.672
2019-05,2019,5,Sudeste,Sao Paulo,4.267,2.789
2019-05,2019,5,Nordeste,Sergipe,4.622,3.844
2019-05,2019,5,Norte,Tocantins,4.674,3.772
2019-06,2019,6,Norte,Acre,5.057,3.96
2019-06,2019,6,Nordeste,Alagoas,4.645,3.688
2019-06,2019,6,Norte,Amazonas,4.574,3.388
2019-06,2019,6,Nordeste,Bahia,4.611,3.475
2019-06,2019,6,Nordeste,Ceara,4.553,3.801
2019-06,2019,6,Centro Oeste,Distrito Federal,4.324,3.222
2019-06,2019,6,Sudeste,Espirito Santo,4.491,3.652
2019-06,2019,6,Centro Oeste,Goias,4.627,2.92
2019-06,2019,6,Nordeste,Maranhao,4.56,3.754
2019-06,2019,6,Centro Oeste,Mato Grosso,4.486,2.481
2019-06,2019,6,Centro Oeste,Mato Grosso Do Sul,4.297,3.457
2019-06,2019,6,Sudeste,Minas Gerais,4.744,2.953
2019-06,2019,6,Norte,Para,4.668,3.85
2019-06,2019,6,Nordeste,Paraiba,4.537,3.65
2019-06,2019,6,Sul,Parana,4.273,2.884
2019-06,2019,6,Nordeste,Pernambuco,4.475,3.6
2019-06,2019,6,Nordeste,Piaui,4.554,3.467
2019-06,2019,6,Sudeste,Rio De Janeiro,4.946,3.81
2019-06,2019,6,Nordeste,Rio Grande Do Norte,4.545,3.732
2019-06,2019,6,Sul,Rio Grande Do Sul,4.644,4.156
2019-06,2019,6,Norte,Rondonia,4.654,3.876
2019-06,2019,6,Norte,Roraima,4.226,3.745
2019-06,2019,6,Sul,Santa Catarina,4.137,3.614
2019-06,2019,6,Sudeste,Sao Paulo,4.193,2.607
2019-06,2019,6,Nordeste,Sergipe,4.466,3.717
2019-06,2019,6,Norte,Tocantins,4.685,3.746
2019-07,2019,7,Norte,Acre,4.892,3.901
2019-07,2019,7,Nordeste,Alagoas,4.62,3.666
2019-07,2019,7,Norte,Amazonas,4.459,3.368
2019-07,2019,7,Nordeste,Bahia,4.416,3.264
2019-07,2019,7,Nordeste,Ceara,4.364,3.723
2019-07,2019,7,Centro Oeste,Distrito Federal,4.204,3.122
2019-07,2019,7,Sudeste,Espirito Santo,4.338,3.586
2019-07,2019,7,Centro Oeste,Goias,4.463,2.768
2019-07,2019,7,Nordeste,Maranhao,4.411,3.645
2019-07,2019,7,Centro Oeste,Mato Grosso,4.407,2.389
2019-07,2019,7,Centro Oeste,Mato Grosso Do Sul,4.143,3.353
2019-07,2019,7,Sudeste,Minas Gerais,4.633,2.852
2019-07,2019,7,Norte,Para,4.563,3.718
2019-07,2019,7,Nordeste,Paraiba,4.427,3.547
2019-07,2019,7,Sul,Parana,4.118,2.788
2019-07,2019,7,Nordeste,Pernambuco,4.374,3.533
2019-07,2019,7,Nordeste,Piaui,4.431,3.373
2019-07,2019,7,Sudeste,Rio De Janeiro,4.854,3.723
2019-07,2019,7,Nordeste,Rio Grande Do Norte,4.498,3.68
2019-07,2019,7,Sul,Rio Grande Do Sul,4.54,4.038
2019-07,2019,7,Norte,Rondonia,4.506,3.834
2019-07,2019,7,Norte,Roraima,4.005,3.727
2019-07,2019,7,Sul,Santa Catarina,3.986,3.546
2019-07,2019,7,Sudeste,Sao Paulo,4.111,2.553
2019-07,2019,7,Nordeste,Sergipe,4.322,3.599
2019-07,2019,7,Norte,Tocantins,4.576,3.674
2019-08,2019,8,Norte,Acre,4.792,3.877
2019-08,2019,8,Nordeste,Alagoas,4.52,3.709
2019-08,2019,8,Norte,Amazonas,4.124,3.352
2019-08,2019,8,Nordeste,Bahia,4.504,3.417
2019-08,2019,8,Nordeste,Ceara,4.577,3.782
2019-08,2019,8,Centro Oeste,Distrito Federal,4.216,3.136
2019-08,2019,8,Sudeste,Espirito Santo,4.465,3.554
2019-08,2019,8,Centro Oeste,Goias,4.391,2.782
2019-08,2019,8,Nordeste,Maranhao,4.363,3.648
2019-08,2019,8,Centro Oeste,Mato Grosso,4.462,2.584
2019-08,2019,8,Centro Oeste,Mato Grosso Do Sul,4.06,3.34
2019-08,2019,8,Sudeste,Minas Gerais,4.579,2.856
2019-08,2019,8,Norte,Para,4.523,3.709
2019-08,2019,8,Nordeste,Paraiba,4.336,3.489
2019-08,2019,8,Sul,Parana,4.086,2.812
2019-08,2019,8,Nordeste,Pernambuco,4.281,3.501
2019-08,2019,8,Nordeste,Piaui,4.505,3.408
2019-08,2019,8,Sudeste,Rio De Janeiro,4.814,3.775
2019-08,2019,8,Nordeste,Rio Grande Do Norte,4.338,3.689
2019-08,2019,8,Sul,Rio Grande Do Sul,4.439,3.999
2019-08,2019,8,Norte,Rondonia,4.409,3.729
2019-08,2019,8,Norte,Roraima,3.906,3.703
2019-08,2019,8,Sul,Santa Catarina,3.926,3.509
2019-08,2019,8,Sudeste,Sao Paulo,4.083,2.625
2019-08,2019,8,Nordeste,Sergipe,4.238,3.569
2019-08,2019,8,Norte,Tocantins,4.506,3.605
2019-09,2019,9,Norte,Acre,4.776,3.902
2019-09,2019,9,Nordeste,Alagoas,4.526,3.7
2019-09,2019,9,Norte,Amapa,3.856,3.59
2019-09,2019,9,Norte,Amazonas,4.292,3.358
2019-09,2019,9,Nordeste,Bahia,4.565,3.476
2019-09,2019,9,Nordeste,Ceara,4.602,3.776
2019-09,2019,9,Centro Oeste,Distrito Federal,4.275,3.174
2019-09,2019,9,Sudeste,Espirito Santo,4.495,3.592
2019-09,2019,9,Centro Oeste,Goias,4.5,2.914
2019-09,2019,9,Nordeste,Maranhao,4.286,3.585
