Quartos,Banheiros,Suites,Vagas,Elevador,Mobiliado,Piscina,Regiao,Ano,Valor
2,2,1,1,Nao,Nao,Nao,Sul,2010,1800
1,2,1,1,Nao,Nao,Nao,Sul,2003,1500
2,2,1,1,Sim,Sim,Sim,Sul,1999,1300
2,2,1,1,Sim,Nao,Nao,Sul,2012,2700
3,2,1,1,Nao,Nao,Sim,Sul,2010,2500
2,2,1,1,Sim,Sim,Sim,Sul,2011,2000
2,2,1,2,Sim,Nao,Sim,Sul,2009,1600
1,2,1,1,Sim,Sim,Sim,Sul,2004,1600
2,2,1,1,Nao,Sim,Sim,Sul,2011,2865
2,2,1,1,Sim,Nao,Sim,Sul,2010,1800
2,2,1,1,Nao,Nao,Nao,Sul,2011,1800
2,2,1,1,Sim,Nao,Nao,Sul,2006,1700
2,2,1,1,Nao,Nao,Sim,Sul,2008,1900
2,2,1,1,Sim,Nao,Nao,Sul,2008,2000
3,3,1,3,Sim,Nao,Sim,Sul,2017,3000
2,2,1,1,Nao,Sim,Nao,Sul,2009,1900
2,2,1,1,Nao,Nao,Sim,Sul,2010,1800
1,2,1,1,Nao,Nao,Nao,Sul,2001,1250
2,2,1,1,Sim,Nao,Sim,Sul,2007,2000
2,2,1,1,Sim,Nao,Sim,Sul,2009,1690
2,2,1,2,Sim,Sim,Sim,Sul,2007,2200
4,5,2,4,Nao,Nao,Sim,Sul,2020,4000
3,2,1,2,Nao,Nao,Sim,Sul,2011,2500
2,2,1,1,Nao,Nao,Sim,Sul,2007,1500
2,2,1,1,Sim,Nao,Sim,Sul,2005,1600
2,2,1,1,Sim,Nao,Nao,Sul,2009,1700
3,2,1,2,Nao,Nao,Sim,Sul,2013,3500
2,2,1,2,Nao,Sim,Sim,Sul,2007,2100
2,2,1,1,Sim,Nao,Nao,Sul,2006,2000
3,2,1,1,Sim,Nao,Sim,Sul,2011,2200
3,2,1,1,Sim,Nao,Nao,Sul,2011,2000
2,2,1,1,Sim,Nao,Sim,Sul,2006,1700
2,2,1,1,Sim,Nao,Nao,Sul,2005,1800
2,2,1,1,Sim,Sim,Nao,Sul,2010,1700
3,2,1,1,Sim,Nao,Nao,Sul,2000,1400
3,2,1,1,Sim,Nao,Nao,Sul,2003,1370
2,2,1,1,Sim,Nao,Sim,Sul,2000,1050
2,2,1,1,Sim,Nao,Nao,Sul,2004,1700
3,2,1,1,Sim,Sim,Nao,Sul,2006,1400
2,2,1,1,Sim,Nao,Sim,Sul,2007,1600
2,2,1,1,Sim,Nao,Nao,Sul,1998,1050
2,2,1,1,Sim,Nao,Nao,Sul,2004,1580
3,2,1,1,Nao,Nao,Nao,Sul,2006,1800
3,2,1,1,Sim,Nao,Sim,Sul,2003,1300
2,2,1,1,Nao,Nao,Nao,Sul,2004,1600
2,2,1,1,Sim,Nao,Nao,Sul,2003,1300
1,2,1,1,Nao,Nao,Nao,Sul,2001,1390
3,2,1,1,Sim,Nao,Sim,Sul,2003,1400
3,2,1,1,Sim,Nao,Nao,Sul,2009,2000
3,2,1,1,Sim,Nao,Nao,Sul,2010,2200
2,2,1,1,Sim,Sim,Sim,Sul,2009,1800
2,2,1,1,Sim,Nao,Nao,Sul,1998,1100
2,2,1,1,Nao,Sim,Nao,Sul,2007,1700
3,2,1,1,Nao,Nao,Nao,Sul,2001,1400
3,2,1,1,Nao,Nao,Nao,Sul,2003,1400
3,2,1,1,Nao,Nao,Nao,Sul,2004,1500
3,5,3,2,Nao,Nao,Sim,Sul,2019,4500
3,2,1,1,Sim,Nao,Nao,Sul,2006,1400
2,2,1,1,Nao,Nao,Nao,Sul,2007,1760
2,2,1,1,Sim,Nao,Sim,Sul,2006,1900
2,2,1,1,Sim,Nao,Sim,Sul,2002,1460
3,2,1,1,Nao,Nao,Nao,Sul,2006,1380
3,2,1,1,Sim,Nao,Nao,Sul,2009,1800
2,2,1,1,Sim,Nao,Nao,Sul,2002,1400
3,2,1,1,Nao,Nao,Nao,Sul,2005,1800
3,2,1,1,Sim,Nao,Nao,Sul,2005,1800
3,2,1,1,Sim,Nao,Nao,Sul,2009,1800
2,2,1,1,Sim,Nao,Sim,Sul,2012,2500
3,2,1,2,Sim,Sim,Sim,Sul,2014,2500
1,2,1,1,Sim,Nao,Sim,Sul,2004,1200
3,5,3,3,Nao,Nao,Nao,Sul,2015,3000
1,3,1,2,Sim,Sim,Sim,Sul,2015,3800
2,2,1,2,Sim,Nao,Sim,Sul,2007,1500
4,5,4,4,Nao,Nao,Sim,Sul,2019,4800
1,2,1,1,Sim,Sim,Sim,Sul,2007,1650
2,2,1,1,Nao,Nao,Sim,Sul,2011,1800
3,5,3,3,Sim,Nao,Sim,Sul,2018,7400
2,2,1,1,Nao,Nao,Sim,Sul,2013,2100
3,4,3,3,Sim,Nao,Sim,Sul,2013,3000
3,4,1,2,Sim,Nao,Sim,Sul,2016,3000
3,3,1,2,Sim,Sim,Sim,Sul,2014,2500
3,2,1,2,Nao,Nao,Sim,Sul,2011,2700
2,2,1,1,Sim,Nao,Sim,Sul,2010,2700
2,2,1,1,Sim,Sim,Sim,Sul,2014,3900
3,3,1,2,Sim,Nao,Nao,Sul,2007,1500
2,3,2,2,Sim,Nao,Sim,Sul,2015,2800
2,2,1,2,Sim,Nao,Sim,Sul,2012,2400
1,2,1,1,Sim,Nao,Sim,Sul,2007,1590
1,2,1,2,Nao,Sim,Sim,Sul,2006,1500
4,5,4,3,Nao,Nao,Nao,Sul,2012,3300
2,2,1,2,Nao,Nao,Sim,Sul,2008,2100
1,2,1,1,Nao,Nao,Sim,Sul,2006,1650
2,2,1,1,Sim,Nao,Sim,Sul,2006,1500
3,4,3,2,Sim,Nao,Sim,Sul,2013,3500
2,3,2,2,Nao,Nao,Nao,Sul,2014,2400
3,2,1,2,Sim,Sim,Sim,Sul,2007,1800
3,2,1,2,Nao,Nao,Sim,Sul,2011,2100
2,2,1,1,Sim,Nao,Sim,Sul,2011,1836
2,2,1,2,Sim,Nao,Sim,Sul,2011,2300
2,2,1,2,Nao,Nao,Sim,Sul,2005,1600
2,3,2,2,Sim,Nao,Sim,Sul,2016,4000
1,2,1,1,Sim,Nao,Nao,Sul,2006,1600
3,2,1,2,Sim,Nao,Sim,Sul,2015,3000
2,2,1,1,Sim,Nao,Nao,Sul,2003,1600
3,2,1,4,Sim,Sim,Sim,Sul,2019,5300
2,2,1,2,Sim,Nao,Sim,Sul,2017,4000
1,2,1,1,Sim,Nao,Sim,Sul,2012,2500
1,2,1,1,Sim,Sim,Sim,Sul,2010,2250
3,3,1,1,Sim,Sim,Sim,Sul,2014,3700
1,2,1,1,Sim,Nao,Sim,Sul,2018,3200
3,2,1,1,Sim,Nao,Nao,Sul,2006,1900
2,2,1,1,Sim,Sim,Sim,Sul,2011,2100
1,2,1,1,Nao,Nao,Nao,Sul,2009,1800
2,2,1,1,Sim,Sim,Sim,Sul,2013,2100
2,2,1,1,Sim,Nao,Nao,Sul,2010,2500
1,2,1,1,Nao,Nao,Sim,Sul,2015,3400
2,2,1,1,Sim,Nao,Nao,Sul,2005,1850
2,2,1,2,Nao,Sim,Sim,Sul,2020,4900
2,2,1,1,Sim,Nao,Nao,Sul,2011,1900
2,2,1,1,Sim,Nao,Nao,Sul,2011,2000
3,2,1,2,Nao,Sim,Sim,Sul,2019,3600
3,2,1,1,Nao,Nao,Nao,Sul,2014,2700
1,2,1,1,Sim,Nao,Sim,Sul,2005,1500
1,2,1,1,Sim,Sim,Sim,Sul,2011,2000
1,2,1,1,Nao,Sim,Sim,Sul,2010,2500
2,2,1,1,Nao,Nao,Sim,Sul,2008,2300
3,5,3,2,Nao,Nao,Nao,Sul,2016,4500
2,2,1,1,Sim,Nao,Sim,Sul,2010,2500
3,3,1,2,Sim,Nao,Sim,Sul,2018,3300
3,2,1,1,Sim,Nao,Nao,Sul,2007,2200
2,2,1,2,Nao,Nao,Sim,Sul,2016,5200
2,4,2,2,Nao,Nao,Sim,Sul,2021,5500
1,2,1,1,Sim,Sim,Sim,Sul,2014,2700
2,2,1,1,Nao,Nao,Nao,Sul,2000,1300
2,3,2,2,Nao,Sim,Sim,Sul,2022,5800
1,2,1,1,Sim,Sim,Sim,Sul,2008,2000
4,4,2,2,Nao,Nao,Sim,Sul,2021,6000
3,2,1,1,Sim,Sim,Sim,Sul,2009,2200
2,3,2,4,Sim,Nao,Sim,Sul,2022,5500
1,2,1,1,Sim,Sim,Sim,Sul,2018,3600
3,2,1,3,Nao,Nao,Sim,Sul,2011,3100
3,4,3,5,Nao,Nao,Sim,Sul,2022,5500
2,3,2,1,Nao,Nao,Sim,Sul,2021,5900
2,3,1,1,Nao,Sim,Nao,Sul,2016,4500
2,3,2,2,Sim,Nao,Sim,Sul,2022,5000
2,2,1,1,Nao,Nao,Nao,Sul,2008,2400
2,2,1,1,Sim,Nao,Sim,Sul,2013,2700
2,2,1,1,Sim,Nao,Nao,Sul,2010,1800
2,2,1,1,Sim,Nao,Sim,Sul,2012,2700
4,4,3,3,Sim,Sim,Sim,Sul,2022,6000
3,2,1,2,Nao,Nao,Nao,Sul,2011,3000
2,2,1,1,Sim,Nao,Sim,Sul,2014,2300
3,3,1,2,Sim,Sim,Sim,Sul,2020,4500
2,2,1,1,Sim,Nao,Sim,Sul,2009,2500
2,2,1,1,Nao,Nao,Nao,Sul,2011,2200
3,2,1,2,Nao,Nao,Sim,Sul,2019,3700
3,3,1,1,Nao,Nao,Nao,Sul,2016,3500
1,2,1,1,Nao,Sim,Sim,Sul,2016,2800
3,2,1,1,Nao,Sim,Sim,Sul,2014,2700
2,3,2,1,Nao,Nao,Sim,Sul,2013,2400
3,2,1,2,Nao,Nao,Nao,Sul,2021,6800
1,2,1,1,Nao,Sim,Sim,Sul,2016,2850
1,2,1,1,Nao,Nao,Sim,Sul,2020,4000
1,2,1,1,Nao,Nao,Sim,Sul,2013,2500
2,2,0,1,Nao,Nao,Nao,Sul,2008,2400
3,4,3,2,Nao,Nao,Sim,Sul,2022,7500
3,2,1,2,Sim,Nao,Sim,Sul,2018,4200
4,6,3,2,Sim,Sim,Sim,Sul,2016,4500
1,2,1,1,Nao,Nao,Sim,Sul,2011,2200
3,4,3,2,Nao,Nao,Sim,Sul,2022,5500
1,2,1,1,Nao,Sim,Sim,Sul,2016,3800
4,2,1,3,Nao,Nao,Sim,Sul,2014,3800
3,1,0,1,Nao,Sim,Sim,Sul,2012,2000
1,2,1,1,Nao,Nao,Sim,Sul,2016,3100
2,2,1,2,Nao,Nao,Sim,Sul,2017,3300
4,4,3,3,Nao,Sim,Sim,Sul,2017,5600
1,1,0,1,Nao,Nao,Sim,Sul,2018,3800
1,2,1,1,Nao,Nao,Nao,Sul,2012,3500
3,2,1,2,Nao,Nao,Nao,Sul,2018,3600
2,2,1,2,Sim,Nao,Sim,Sul,2017,4400
4,5,2,3,Nao,Nao,Sim,Sul,2019,7500
4,1,0,4,Nao,Nao,Sim,Sul,2020,6990
3,2,1,2,Nao,Nao,Nao,Sul,2017,3500
3,4,3,3,Nao,Nao,Sim,Sul,2013,3500
3,2,1,1,Nao,Nao,Sim,Sul,2016,4500
4,4,3,3,Nao,Nao,Sim,Sul,2020,4200
2,2,1,1,Nao,Nao,Nao,Sul,2012,2500
1,1,0,1,Nao,Sim,Sim,Sul,2012,2800
1,2,1,1,Nao,Sim,Sim,Sul,2013,2850
3,4,3,2,Nao,Nao,Sim,Sul,2019,6700
3,4,3,2,Nao,Nao,Sim,Sul,2017,6000
2,2,1,1,Nao,Nao,Sim,Sul,2013,3400
4,2,1,2,Nao,Nao,Sim,Sul,2016,3600
3,2,1,2,Nao,Nao,Sim,Sul,2019,6000
3,2,1,2,Nao,Nao,Nao,Sul,2014,2500
2,1,0,1,Nao,Nao,Nao,Sul,2020,4000
2,1,0,1,Nao,Nao,Nao,Sul,2004,1200
3,2,1,2,Nao,Nao,Nao,Sul,2017,3100
3,2,1,3,Nao,Nao,Sim,Sul,2019,4200
2,1,0,1,Nao,Nao,Nao,Sul,2009,1600
3,2,1,1,Nao,Sim,Sim,Sul,2012,2700
3,2,1,1,Nao,Sim,Sim,Sul,2016,3000
3,2,1,1,Nao,Nao,Sim,Sul,2006,1400
3,4,3,2,Nao,Nao,Nao,Sul,2022,7000
3,5,3,2,Nao,Nao,Sim,Sul,2018,4500
3,4,3,3,Nao,Nao,Sim,Sul,2018,5300
3,1,0,1,Nao,Nao,Nao,Sul,2001,1100
4,4,3,4,Nao,Sim,Nao,Sul,2018,6500
3,2,1,2,Nao,Nao,Sim,Sul,2017,3100
3,2,1,1,Nao,Nao,Sim,Sul,2006,2000
2,1,0,1,Nao,Nao,Nao,Sul,2001,1000
2,3,2,1,Nao,Nao,Nao,Sul,1998,1050
3,4,3,3,Nao,Sim,Sim,Sul,2018,5300
3,1,0,1,Nao,Nao,Nao,Sul,2007,1800
2,1,0,1,Nao,Nao,Nao,Sul,2006,1800
2,1,0,1,Nao,Nao,Nao,Sul,2004,1176
2,1,0,1,Nao,Nao,Sim,Sul,2003,1500
2,1,0,1,Sim,Nao,Nao,Sul,1998,1150
2,1,0,1,Nao,Nao,Nao,Sul,2010,2000
3,1,0,1,Nao,Nao,Nao,Sul,2005,1650
3,2,1,2,Nao,Sim,Sim,Sul,2000,1297
2,2,1,1,Nao,Nao,Sim,Sul,2006,1700
2,2,1,1,Nao,Nao,Sim,Sul,2010,1905
2,1,0,1,Nao,Nao,Sim,Sul,2004,1300
3,1,0,1,Nao,Nao,Sim,Sul,2000,1360
3,2,1,1,Nao,Nao,Sim,Sul,2008,2043
3,2,1,1,Nao,Sim,Sim,Sul,2006,1500
3,2,1,2,Nao,Nao,Nao,Sul,2016,2850
3,2,1,1,Nao,Nao,Nao,Sul,2005,1460
4,2,1,2,Nao,Nao,Sim,Sul,2009,2500
3,2,1,2,Nao,Sim,Sim,Sul,2007,1600
3,2,1,1,Nao,Nao,Sim,Sul,2012,2350
3,2,1,1,Nao,Nao,Sim,Sul,2004,1330
3,4,3,2,Nao,Nao,Sim,Sul,2021,4500
3,1,0,1,Nao,Nao,Nao,Sul,2005,1700
2,1,0,1,Nao,Nao,Nao,Sul,1998,1000
2,1,0,1,Nao,Nao,Nao,Sul,2002,1000
1,2,1,1,Nao,Nao,Nao,Sul,2001,1100
2,1,0,1,Nao,Nao,Nao,Sul,2003,1200
2,1,0,1,Nao,Nao,Nao,Sul,1998,1000
2,1,0,1,Nao,Nao,Nao,Sul,1999,1300
2,1,0,1,Nao,Nao,Nao,Sul,1999,1100
2,1,0,1,Nao,Nao,Nao,Sul,2001,900
3,1,0,2,Nao,Nao,Nao,Sul,2004,1600
2,2,1,2,Nao,Nao,Sim,Sul,1998,1115
2,1,0,1,Nao,Nao,Nao,Sul,2002,950
3,2,1,2,Nao,Sim,Sim,Sul,2006,1509
2,1,0,1,Nao,Nao,Nao,Sul,2001,1400
2,1,0,1,Nao,Nao,Sim,Sul,2001,1400
2,1,0,2,Nao,Nao,Sim,Sul,2001,1000
3,1,0,1,Nao,Nao,Sim,Sul,2004,1739
2,1,0,1,Nao,Nao,Nao,Sul,1999,1100
2,1,0,1,Nao,Nao,Nao,Sul,2001,1400
4,5,3,2,Nao,Nao,Sim,Sul,2017,4500
2,1,0,1,Nao,Nao,Nao,Sul,2003,1300
3,4,3,2,Nao,Nao,Sim,Sul,2018,4800
3,2,1,2,Nao,Nao,Sim,Sul,2018,3500
3,2,1,2,Nao,Nao,Sim,Sul,2016,3500
3,1,0,1,Sim,Nao,Sim,Sul,2009,1800
4,5,4,4,Nao,Nao,Sim,Sul,2020,6500
2,2,1,2,Nao,Nao,Sim,Sul,2008,2200
2,1,0,1,Nao,Nao,Nao,Sul,1999,900
3,3,1,2,Nao,Nao,Nao,Sul,2008,2300
2,1,0,1,Sim,Nao,Nao,Sul,2011,2000
2,1,0,1,Nao,Nao,Sim,Sul,2008,1900
2,1,0,0,Nao,Nao,Nao,Sul,2001,1400
3,2,1,2,Nao,Nao,Sim,Sul,2007,2200
2,2,0,1,Nao,Nao,Nao,Sul,2007,1600
1,1,0,0,Nao,Nao,Nao,Sul,1998,1050
3,4,1,2,Nao,Nao,Sim,Sul,2014,2500
3,2,1,2,Nao,Nao,Nao,Sul,2008,2400
2,2,1,2,Nao,Nao,Sim,Sul,2010,2300
2,1,0,1,Nao,Nao,Nao,Sul,2005,1500
2,1,0,1,Nao,Nao,Nao,Sul,2006,1700
2,1,0,0,Nao,Nao,Nao,Sul,2014,2500
2,2,1,1,Nao,Nao,Nao,Sul,2006,2000
4,4,3,4,Nao,Nao,Nao,Sul,2022,5000
3,3,2,2,Nao,Nao,Sim,Sul,2019,4200
3,3,2,1,Nao,Nao,Nao,Sul,2013,2500
2,2,1,2,Nao,Sim,Sim,Sul,2017,4500
3,1,0,1,Nao,Nao,Nao,Sul,2006,1750
1,1,0,1,Nao,Nao,Sim,Sul,2004,1600
1,1,0,1,Nao,Nao,Sim,Sul,2003,1600
3,2,1,2,Nao,Nao,Sim,Sul,2013,2500
4,4,3,3,Nao,Nao,Sim,Sul,2020,4000
3,4,3,3,Nao,Nao,Nao,Sul,2017,4300
3,2,1,3,Nao,Sim,Nao,Sul,2011,2500
3,3,1,2,Sim,Nao,Sim,Sul,2016,3500
4,3,2,2,Nao,Nao,Sim,Sul,2020,4600
4,3,2,3,Nao,Nao,Sim,Sul,2022,7800
1,1,0,0,Nao,Nao,Sim,Sul,2005,1800
1,2,1,1,Nao,Sim,Sim,Sul,2008,2000
2,1,0,2,Nao,Nao,Nao,Sul,2003,1400
3,4,3,2,Nao,Nao,Nao,Sul,2010,2500
3,4,3,2,Nao,Nao,Sim,Sul,2022,5500
1,1,0,1,Nao,Nao,Nao,Sul,2002,1100
1,1,0,1,Nao,Nao,Nao,Sul,2000,1100
3,1,3,3,Nao,Nao,Sim,Sul,2022,5300
3,2,1,2,Nao,Nao,Nao,Sul,2009,2550
4,2,1,2,Nao,Nao,Nao,Sul,2016,3800
2,2,1,1,Nao,Nao,Sim,Sul,2014,2300
1,1,0,1,Nao,Nao,Sim,Sul,2007,1700
3,4,3,2,Sim,Nao,Sim,Sul,2020,6000
3,2,1,2,Sim,Nao,Sim,Sul,2015,4500
2,2,1,1,Nao,Nao,Nao,Sul,2004,1700
3,4,3,3,Nao,Sim,Sim,Sul,2020,4900
2,2,1,2,Nao,Nao,Sim,Sul,2010,2500
2,1,0,1,Nao,Nao,Sim,Sul,2007,1950
3,2,1,2,Nao,Sim,Nao,Sul,2016,3200
1,1,0,1,Nao,Nao,Nao,Sul,2003,1300
3,4,3,2,Nao,Nao,Sim,Sul,2020,4500
2,1,0,1,Nao,Nao,Sim,Sul,2013,2000
2,2,1,1,Nao,Nao,Nao,Sul,2012,2600
3,2,1,2,Nao,Nao,Sim,Sul,2016,3300
2,2,1,1,Nao,Nao,Sim,Sul,2009,2000
3,2,1,2,Nao,Nao,Nao,Sul,2010,2500
2,1,0,1,Nao,Nao,Sim,Sul,2010,1950
3,4,3,3,Nao,Nao,Sim,Sul,2013,3000
2,2,1,1,Nao,Nao,Nao,Sul,2014,3200
4,3,2,3,Nao,Nao,Nao,Sul,2017,4200
2,2,1,2,Nao,Nao,Sim,Sul,2015,2800
2,2,1,2,Nao,Nao,Sim,Sul,2015,2800
1,1,0,1,Nao,Nao,Sim,Sul,2006,1700
4,2,1,2,Nao,Nao,Sim,Sul,2019,3800
4,4,3,2,Sim,Nao,Sim,Sul,2021,4800
2,2,1,1,Nao,Nao,Sim,Sul,2011,2400
3,4,3,3,Nao,Nao,Nao,Sul,2019,6000
1,2,1,1,Sim,Nao,Sim,Sul,2009,1950
3,2,1,1,Nao,Nao,Nao,Sul,2010,2200
4,3,2,2,Nao,Nao,Nao,Sul,2017,4500
4,2,1,3,Nao,Nao,Sim,Sul,2013,3500
4,3,2,2,Nao,Nao,Sim,Sul,2022,5500
4,3,2,3,Nao,Nao,Sim,Sul,2019,6000
3,4,3,0,Nao,Nao,Nao,Sul,2017,4700
3,4,3,2,Nao,Nao,Nao,Sul,2020,4500
2,2,1,2,Nao,Nao,Sim,Sul,2011,2500
3,2,1,2,Nao,Nao,Nao,Sul,2013,3500
2,2,1,2,Nao,Nao,Sim,Sul,2015,2800
3,2,1,2,Nao,Nao,Nao,Sul,2007,2140
1,2,1,1,Nao,Nao,Nao,Sul,2002,1500
1,2,1,1,Nao,Nao,Nao,Sul,2001,1200
2,2,1,1,Nao,Nao,Nao,Sul,2005,1250
1,1,0,1,Nao,Sim,Nao,Sul,2006,1600
2,1,0,1,Nao,Nao,Nao,Sul,2004,1600
1,1,0,1,Nao,Nao,Nao,Sul,2001,1100
1,1,0,1,Nao,Nao,Nao,Sul,2004,1200
1,1,0,1,Nao,Nao,Nao,Sul,1998,1200
1,1,0,1,Nao,Nao,Nao,Sul,2001,1200
2,2,1,1,Nao,Nao,Sim,Sul,2011,3000
3,1,0,1,Nao,Nao,Sim,Sul,2004,1600
1,1,0,1,Nao,Nao,Nao,Sul,1999,1200
2,1,0,1,Nao,Nao,Nao,Sul,2006,1500
3,2,1,2,Nao,Sim,Sim,Sul,2016,3400
3,1,0,1,Nao,Nao,Nao,Sul,2009,1750
2,2,1,1,Nao,Nao,Nao,Sul,2005,1250
1,1,0,1,Nao,Nao,Nao,Sul,1998,1100
2,1,0,1,Nao,Nao,Nao,Sul,2004,1400
2,1,0,1,Nao,Nao,Sim,Sul,2007,2000
2,1,0,1,Sim,Nao,Nao,Sul,2002,1300
2,1,0,1,Nao,Sim,Nao,Sul,2010,2000
2,2,1,1,Nao,Nao,Nao,Sul,2001,1250
3,1,0,2,Nao,Nao,Sim,Sul,2011,2450
1,1,0,1,Sim,Nao,Nao,Sul,1999,900
1,1,0,1,Nao,Nao,Nao,Sul,1999,1100
2,1,0,1,Nao,Nao,Nao,Sul,2008,1500
1,1,0,1,Nao,Sim,Sim,Sul,2010,2100
3,1,0,1,Nao,Nao,Nao,Sul,1999,1250
2,1,0,1,Nao,Nao,Nao,Sul,2008,1500
2,1,0,1,Nao,Nao,Sim,Sul,2001,1200
3,2,0,1,Nao,Nao,Sim,Sul,2003,1200
1,1,0,1,Nao,Nao,Nao,Sul,2002,1200
3,2,1,1,Nao,Nao,Nao,Sul,2004,1600
3,1,0,1,Nao,Nao,Nao,Sul,2007,2200
2,2,1,1,Nao,Nao,Nao,Sul,2005,1300
1,1,0,0,Sim,Nao,Nao,Sul,2004,1200
2,1,0,1,Nao,Nao,Sim,Sul,2010,2300
3,1,0,1,Nao,Nao,Sim,Sul,2008,1700
2,1,0,1,Nao,Nao,Sim,Sul,2000,1300
1,1,0,1,Sim,Nao,Nao,Sul,2002,1250
2,1,0,0,Nao,Nao,Nao,Sul,2004,1600
2,1,0,1,Nao,Nao,Nao,Sul,2008,1700
3,1,0,1,Nao,Nao,Nao,Sul,2010,2000
3,2,1,2,Nao,Nao,Sim,Sul,2015,2800
2,1,0,1,Nao,Nao,Nao,Sul,2007,1500
2,1,0,1,Nao,Nao,Nao,Sul,1999,1150
3,2,1,0,Nao,Nao,Nao,Sul,2007,1700
1,1,0,1,Sim,Nao,Nao,Sul,1998,1100
3,2,0,1,Nao,Nao,Nao,Sul,2009,1800
1,1,0,1,Nao,Nao,Sim,Sul,2007,1600
2,1,0,1,Nao,Nao,Nao,Sul,2003,1400
3,1,0,2,Nao,Nao,Nao,Sul,2008,1600
1,2,1,1,Nao,Nao,Sim,Sul,2010,2400
2,1,0,1,Nao,Nao,Nao,Sul,1998,780
3,2,1,1,Nao,Nao,Nao,Sul,2000,1000
2,1,0,1,Nao,Nao,Nao,Sul,1998,1000
2,1,0,1,Nao,Nao,Nao,Sul,1998,1040
3,2,1,2,Nao,Nao,Sim,Sul,2022,5500
2,1,0,1,Nao,Nao,Sim,Sul,2018,3700
3,2,1,3,Nao,Nao,Sim,Sul,2020,6000
2,2,1,2,Nao,Nao,Nao,Sul,2015,4000
2,2,1,2,Sim,Sim,Sim,Sul,2019,4800
3,1,0,1,Nao,Nao,Sim,Sul,2012,2800
1,2,1,1,Nao,Nao,Sim,Sul,2014,2300
3,2,1,2,Sim,Nao,Sim,Sul,2017,5500
3,2,1,3,Nao,Nao,Nao,Sul,2015,3900
2,1,0,1,Nao,Nao,Sim,Sul,2013,3500
2,3,2,1,Nao,Sim,Sim,Sul,2016,4655
2,2,1,2,Nao,Sim,Nao,Sul,2019,5000
3,2,1,1,Nao,Sim,Nao,Sul,2014,3250
4,2,1,2,Nao,Nao,Sim,Sul,2018,5500
3,3,2,3,Sim,Nao,Sim,Sul,2022,7000
3,2,1,2,Nao,Nao,Sim,Sul,2014,3700
4,2,1,2,Nao,Nao,Sim,Sul,2022,6000
3,2,1,1,Nao,Nao,Nao,Sul,2012,3500
3,4,3,2,Nao,Nao,Sim,Sul,2016,3000
2,2,1,1,Nao,Sim,Sim,Sul,2017,3350
2,2,1,2,Sim,Nao,Nao,Sul,2016,4800
1,1,0,1,Sim,Nao,Sim,Sul,2012,2000
3,2,1,3,Nao,Nao,Nao,Sul,2016,4000
3,2,1,2,Nao,Sim,Sim,Sul,2020,4500
4,3,2,3,Nao,Nao,Sim,Sul,2018,5000
3,2,1,2,Nao,Nao,Sim,Sul,2020,4630
3,2,1,1,Nao,Nao,Sim,Sul,2016,3300
1,2,1,1,Nao,Nao,Nao,Sul,2012,3500
1,1,0,1,Sim,Nao,Sim,Sul,2011,2000
1,1,0,1,Sim,Nao,Nao,Sul,2013,2600
4,4,3,3,Nao,Nao,Nao,Sul,2019,5000
3,2,1,1,Nao,Nao,Nao,Sul,2011,2250
4,4,3,3,Nao,Nao,Sim,Sul,2019,7500
2,2,1,1,Nao,Sim,Sim,Sul,2017,3400
1,2,1,1,Nao,Sim,Sim,Sul,2015,3000
2,2,1,1,Nao,Nao,Sim,Sul,2015,3700
2,2,1,1,Nao,Sim,Sim,Sul,2015,3500
2,1,0,1,Sim,Nao,Nao,Sul,2015,2500
1,1,0,1,Nao,Nao,Sim,Sul,2012,2200
3,1,0,1,Nao,Nao,Sim,Sul,2011,2800
1,1,0,1,Nao,Nao,Nao,Sul,2016,2900
2,1,0,1,Nao,Nao,Nao,Sul,2014,2800
2,2,1,1,Nao,Nao,Nao,Sul,2016,2800
3,2,1,2,Nao,Nao,Nao,Sul,2018,3500
3,2,1,1,Nao,Nao,Nao,Sul,2014,3000
2,1,0,1,Nao,Nao,Nao,Sul,2021,4500
2,1,0,1,Nao,Nao,Nao,Sul,2018,3300
2,1,0,1,Nao,Nao,Nao,Sul,2019,4000
1,1,0,1,Nao,Sim,Sim,Sul,2013,2700
3,2,1,2,Nao,Nao,Nao,Sul,2017,5000
1,1,0,1,Nao,Nao,Nao,Sul,2010,1900
1,1,0,1,Nao,Nao,Nao,Sul,2010,2100
1,1,0,1,Nao,Nao,Nao,Sul,2008,1900
2,1,0,1,Nao,Nao,Nao,Sul,1998,1000
3,2,1,1,Nao,Nao,Nao,Sul,2000,1131
3,2,1,1,Nao,Nao,Nao,Sul,1999,1250
2,1,0,1,Nao,Nao,Nao,Sul,2002,1200
2,2,1,1,Nao,Nao,Sim,Sul,2012,2000
2,2,1,1,Nao,Nao,Nao,Sul,2009,1800
2,2,1,1,Sim,Nao,Sim,Sul,2008,1600
2,1,0,1,Nao,Nao,Sim,Sul,2010,2000
2,1,0,1,Nao,Sim,Sim,Sul,2011,2200
3,2,1,1,Nao,Sim,Sim,Sul,2008,2000
2,1,0,1,Nao,Nao,Nao,Sul,2004,1200
2,1,0,1,Nao,Nao,Nao,Sul,2013,2500
2,1,0,1,Sim,Nao,Sim,Sul,2005,1500
3,2,1,1,Sim,Nao,Nao,Sul,2004,1300
2,2,1,1,Nao,Nao,Nao,Sul,2005,1800
3,2,1,2,Nao,Nao,Sim,Sul,2014,2600
