Estado_civil,Imigrante,Sexo_biologico,Idade_matricula,Estrangeiro,Necessidades_educacionais_especiais,Devedor,Taxas_matricula_em_dia,Bolsista,Taxa_desemprego,Taxa_inflacao,PIB,Curso,Periodo,Qualificacao_previa,disciplinas_primeiro_semestre_notas,disciplinas_segundo_semestre_notas,Situacao
Solteiro,Sim,Feminino,20,Não,Não,Não,Sim,Não,15.5,2.8,-4.06,Enfermagem Veterinária,Diurno,Educação secundária,15.692307692307692,14.428571428571429,Graduado
Solteiro,Sim,Feminino,20,Não,Não,Sim,Sim,Sim,15.5,2.8,-4.06,Agronomia,Diurno,Educação secundária,15.052631578947368,14.538461538461538,Graduado
Solteiro,Não,Feminino,21,Não,Não,Não,Sim,Não,9.4,-0.8,-3.12,Gestão (noturno),Noturno,Educação secundária,11.5,12.4,Desistente
Solteiro,Não,Masculino,28,Não,Não,Sim,Sim,Não,10.8,1.4,1.74,Serviço Social,Diurno,Educação secundária,11.0,10.0,Matriculado
Solteiro,Não,Masculino,19,Não,Não,Não,Sim,Sim,12.4,0.5,1.79,Turismo,Diurno,Educação secundária,13.0,13.166666666666666,Graduado
Solteiro,Não,Masculino,18,Não,Não,Não,Sim,Sim,9.4,-0.8,-3.12,Enfermagem,Diurno,Educação secundária,12.93875,12.93875,Graduado
Solteiro,Não,Masculino,22,Não,Não,Não,Sim,Não,12.7,3.7,-1.7,Animação e Design Multimídia,Diurno,Educação secundária,0.0,0.0,Graduado
Solteiro,Não,Masculino,25,Não,Não,Não,Sim,Não,15.5,2.8,-4.06,Agronomia,Diurno,Curso de especialização tecnológica,0.0,0.0,Desistente
Casado,Não,Masculino,37,Não,Não,Não,Não,Não,11.1,0.6,2.02,Enfermagem,Diurno,Educação secundária,13.0,12.88,Desistente
Solteiro,Não,Masculino,38,Não,Não,Não,Não,Não,11.1,0.6,2.02,Enfermagem,Diurno,Educação secundária,12.18,11.8125,Desistente
Casado,Não,Masculino,36,Não,Não,Não,Sim,Não,13.9,-0.3,0.79,Gestão de Publicidade e Marketing,Diurno,Educação secundária,11.333333333333334,11.4,Desistente
Solteiro,Sim,Masculino,18,Não,Não,Não,Sim,Não,12.7,3.7,-1.7,Enfermagem,Diurno,Educação secundária,13.0,13.0,Graduado
Solteiro,Não,Masculino,19,Não,Não,Não,Não,Não,9.4,-0.8,-3.12,Gestão de Publicidade e Marketing,Diurno,Educação secundária,0.0,0.0,Desistente
Solteiro,Não,Masculino,24,Não,Não,Sim,Sim,Não,9.4,-0.8,-3.12,Zootecnia,Diurno,Educação secundária,12.5,12.333333333333334,Desistente
Solteiro,Não,Masculino,20,Não,Não,Não,Sim,Não,11.1,0.6,2.02,Serviço Social,Diurno,Educação secundária,11.0,12.166666666666666,Graduado
Solteiro,Sim,Masculino,21,Não,Não,Não,Sim,Não,12.7,3.7,-1.7,Animação e Design Multimídia,Diurno,Educação secundária,0.0,0.0,Desistente
Casado,Sim,Masculino,32,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Gestão (noturno),Noturno,Educação secundária,0.0,0.0,Desistente
Casado,Não,Masculino,39,Não,Não,Não,Sim,Não,12.7,3.7,-1.7,Gestão (noturno),Noturno,Educação básica 3º ciclo (9º/10º/11º ano) ou equivalente,0.0,10.0,Desistente
Solteiro,Não,Masculino,33,Não,Não,Não,Não,Não,12.7,3.7,-1.7,Engenharia da computação,Diurno,Educação superior - licenciatura,0.0,0.0,Desistente
Solteiro,Não,Masculino,20,Não,Não,Não,Sim,Sim,9.4,-0.8,-3.12,Gestão de Publicidade e Marketing,Diurno,Educação secundária,12.4,10.75,Graduado
Solteiro,Não,Masculino,19,Não,Não,Não,Sim,Não,16.2,0.3,-0.92,Agronomia,Diurno,Educação secundária,15.5,14.1,Graduado
Casado,Não,Masculino,43,Não,Não,Não,Não,Não,13.9,-0.3,0.79,Gestão (noturno),Noturno,Educação secundária,11.5,10.8,Desistente
Casado,Não,Masculino,49,Não,Não,Não,Sim,Não,16.2,0.3,-0.92,Gestão (noturno),Noturno,Educação secundária,13.333333333333334,11.6,Desistente
Solteiro,Sim,Masculino,18,Não,Não,Não,Sim,Sim,12.7,3.7,-1.7,Jornalismo e Comunicação,Diurno,Educação secundária,12.666666666666666,13.5,Graduado
Solteiro,Não,Masculino,27,Não,Não,Não,Sim,Não,11.1,0.6,2.02,Agronomia,Diurno,Educação secundária,0.0,0.0,Matriculado
Solteiro,Sim,Masculino,19,Não,Não,Não,Sim,Sim,8.9,1.4,3.51,Gestão,Diurno,Educação secundária,12.6,13.6,Desistente
Solteiro,Não,Masculino,45,Não,Não,Sim,Sim,Sim,16.2,0.3,-0.92,Design de Comunicação,Diurno,Educação secundária,13.5,0.0,Desistente
Solteiro,Sim,Masculino,19,Não,Não,Não,Não,Não,13.9,-0.3,0.79,Gestão de Publicidade e Marketing,Diurno,Educação secundária,13.0,13.0,Graduado
Solteiro,Não,Masculino,21,Não,Não,Não,Sim,Sim,13.9,-0.3,0.79,Agronomia,Diurno,Curso de especialização tecnológica,11.714285714285714,11.75,Graduado
Solteiro,Não,Masculino,18,Não,Não,Não,Sim,Sim,13.9,-0.3,0.79,Gestão de Publicidade e Marketing,Diurno,Educação secundária,12.166666666666666,13.0,Graduado
Solteiro,Não,Masculino,18,Não,Não,Não,Sim,Não,9.4,-0.8,-3.12,Gestão,Diurno,Educação secundária,0.0,0.0,Desistente
Solteiro,Não,Masculino,29,Não,Não,Não,Não,Não,9.4,-0.8,-3.12,Turismo,Diurno,Educação secundária,0.0,0.0,Desistente
Solteiro,Não,Masculino,19,Não,Não,Não,Sim,Não,9.4,-0.8,-3.12,Gestão de Publicidade e Marketing,Diurno,Educação secundária,11.5,11.6,Graduado
Solteiro,Sim,Masculino,18,Não,Não,Não,Sim,Sim,12.4,0.5,1.79,Gestão,Diurno,Educação secundária,11.25,12.25,Matriculado
Solteiro,Não,Masculino,22,Não,Não,Não,Sim,Sim,12.4,0.5,1.79,Design de Comunicação,Diurno,Curso de especialização tecnológica,12.285714285714286,12.375,Graduado
Solteiro,Sim,Masculino,18,Não,Não,Não,Sim,Sim,11.1,0.6,2.02,Enfermagem,Diurno,Educação secundária,12.718571428571428,12.805555555555555,Desistente
Solteiro,Não,Masculino,20,Não,Não,Não,Sim,Não,13.9,-0.3,0.79,Zootecnia,Diurno,Curso de especialização tecnológica,12.4,15.0,Matriculado
Solteiro,Sim,Masculino,20,Não,Não,Não,Sim,Não,10.8,1.4,1.74,Animação e Design Multimídia,Diurno,Educação secundária,0.0,0.0,Desistente
Divorciado,Não,Masculino,29,Não,Não,Sim,Sim,Sim,11.1,0.6,2.02,Gestão de Publicidade e Marketing,Diurno,Educação básica 3º ciclo (9º/10º/11º ano) ou equivalente,14.0,0.0,Desistente
Solteiro,Sim,Masculino,29,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Gestão de Publicidade e Marketing,Diurno,Educação secundária,11.666666666666666,11.25,Desistente
Solteiro,Sim,Masculino,23,Não,Não,Não,Sim,Não,9.4,-0.8,-3.12,Jornalismo e Comunicação,Diurno,Educação secundária,13.0,11.25,Matriculado
Solteiro,Sim,Masculino,19,Não,Não,Sim,Sim,Não,10.8,1.4,1.74,Animação e Design Multimídia,Diurno,Educação secundária,0.0,0.0,Desistente
Solteiro,Sim,Masculino,18,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Engenharia da computação,Diurno,Educação secundária,0.0,12.0,Desistente
Casado,Sim,Masculino,22,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Turismo,Diurno,Educação secundária,11.5,12.5,Desistente
Solteiro,Sim,Masculino,34,Não,Não,Sim,Sim,Não,10.8,1.4,1.74,Gestão (noturno),Noturno,Educação secundária,11.714285714285714,11.5,Desistente
Solteiro,Não,Masculino,26,Não,Não,Não,Sim,Não,13.9,-0.3,0.79,Gestão (noturno),Noturno,Educação superior - mestrado,12.6,13.714285714285714,Graduado
Solteiro,Sim,Masculino,24,Não,Não,Não,Sim,Não,11.1,0.6,2.02,Animação e Design Multimídia,Diurno,Educação secundária,11.642857142857142,11.25,Desistente
Solteiro,Sim,Masculino,17,Não,Não,Não,Sim,Sim,11.1,0.6,2.02,Gestão de Publicidade e Marketing,Diurno,Educação secundária,14.875,13.428571428571429,Graduado
Solteiro,Não,Masculino,21,Não,Não,Não,Sim,Não,9.4,-0.8,-3.12,Gestão de Publicidade e Marketing,Diurno,Educação secundária,10.0,10.333333333333334,Matriculado
Casado,Não,Masculino,34,Não,Não,Não,Sim,Não,12.7,3.7,-1.7,Gestão (noturno),Noturno,Educação secundária,14.2,14.6,Matriculado
Solteiro,Sim,Masculino,19,Não,Não,Não,Sim,Não,12.4,0.5,1.79,Agronomia,Diurno,Curso de especialização tecnológica,12.714285714285714,13.5,Graduado
Casado,Não,Masculino,49,Não,Não,Sim,Não,Não,8.9,1.4,3.51,Agronomia,Diurno,Educação secundária,11.6,11.2,Desistente
Solteiro,Não,Masculino,23,Não,Não,Não,Sim,Não,13.9,-0.3,0.79,Enfermagem,Diurno,Educação secundária,11.94,12.2,Desistente
Solteiro,Sim,Masculino,18,Não,Não,Não,Sim,Não,12.4,0.5,1.79,Engenharia da computação,Diurno,Educação secundária,11.6,14.2,Desistente
Solteiro,Não,Masculino,20,Não,Não,Não,Sim,Não,13.9,-0.3,0.79,Enfermagem,Diurno,Educação secundária,12.7,13.475,Matriculado
Solteiro,Sim,Masculino,19,Não,Não,Não,Sim,Não,8.9,1.4,3.51,Gestão de Publicidade e Marketing,Diurno,Educação secundária,13.333333333333334,13.8,Graduado
Solteiro,Sim,Masculino,24,Não,Não,Não,Sim,Não,16.2,0.3,-0.92,Agronomia,Diurno,Curso de especialização tecnológica,13.333333333333334,13.11111111111111,Matriculado
Solteiro,Sim,Masculino,18,Não,Não,Não,Sim,Não,8.9,1.4,3.51,Gestão,Diurno,Educação secundária,13.4,15.0,Graduado
Casado,Não,Masculino,45,Não,Não,Sim,Não,Não,9.4,-0.8,-3.12,Turismo,Diurno,Educação básica 3º ciclo (9º/10º/11º ano) ou equivalente,0.0,0.0,Desistente
Solteiro,Sim,Masculino,30,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Gestão (noturno),Noturno,Educação secundária,11.0,0.0,Desistente
Solteiro,Não,Masculino,28,Não,Não,Não,Sim,Não,8.9,1.4,3.51,Gestão (noturno),Noturno,Curso de especialização tecnológica,12.0,11.333333333333334,Desistente
Solteiro,Não,Masculino,40,Não,Não,Não,Sim,Não,12.7,3.7,-1.7,Gestão (noturno),Noturno,Educação secundária,0.0,0.0,Desistente
Solteiro,Não,Masculino,32,Não,Não,Não,Não,Não,10.8,1.4,1.74,Gestão,Diurno,Educação básica 3º ciclo (9º/10º/11º ano) ou equivalente,0.0,0.0,Desistente
Solteiro,Sim,Masculino,19,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Turismo,Diurno,Educação secundária,12.5,10.25,Desistente
Solteiro,Sim,Masculino,20,Não,Não,Não,Sim,Não,16.2,0.3,-0.92,Design de Comunicação,Diurno,Educação secundária,13.666666666666666,12.166666666666666,Graduado
Solteiro,Não,Masculino,18,Não,Não,Não,Sim,Não,9.4,-0.8,-3.12,Engenharia da computação,Diurno,Educação secundária,10.0,0.0,Desistente
Solteiro,Não,Masculino,20,Não,Não,Não,Não,Não,10.8,1.4,1.74,Gestão de Publicidade e Marketing,Diurno,Educação secundária,11.5,13.0,Desistente
Solteiro,Não,Masculino,39,Não,Não,Não,Sim,Não,15.5,2.8,-4.06,Gestão (noturno),Noturno,Educação secundária,12.25,12.75,Matriculado
Solteiro,Não,Masculino,19,Não,Não,Não,Não,Não,11.1,0.6,2.02,Enfermagem Veterinária,Diurno,Educação secundária,13.6,13.666666666666666,Matriculado
Solteiro,Não,Masculino,38,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Gestão (noturno),Noturno,Outro - 11º ano de escolaridade,10.5,11.333333333333334,Matriculado
Solteiro,Sim,Masculino,18,Não,Não,Não,Sim,Sim,7.6,2.6,0.32,Enfermagem,Diurno,Educação secundária,13.266666666666666,13.266666666666666,Graduado
Solteiro,Sim,Masculino,18,Não,Não,Não,Sim,Sim,13.9,-0.3,0.79,Enfermagem,Diurno,Educação secundária,12.5125,14.1875,Graduado
Casado,Não,Masculino,28,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Zootecnia,Diurno,12º ano de escolaridade - não concluído,0.0,0.0,Desistente
Solteiro,Sim,Masculino,31,Não,Não,Não,Não,Não,12.7,3.7,-1.7,Gestão de Publicidade e Marketing,Diurno,Educação secundária,0.0,0.0,Desistente
Solteiro,Não,Masculino,23,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Enfermagem,Diurno,Educação secundária,13.483333333333334,13.483333333333334,Graduado
Solteiro,Sim,Masculino,21,Não,Não,Não,Sim,Não,11.1,0.6,2.02,Enfermagem,Diurno,Educação secundária,12.565,12.16,Matriculado
Solteiro,Não,Masculino,33,Não,Não,Sim,Não,Não,16.2,0.3,-0.92,Serviço Social,Diurno,Educação básica 3º ciclo (9º/10º/11º ano) ou equivalente,0.0,0.0,Desistente
Solteiro,Não,Masculino,22,Não,Não,Não,Sim,Não,12.7,3.7,-1.7,Gestão,Diurno,Educação secundária,13.0,11.666666666666666,Desistente
Solteiro,Sim,Masculino,20,Não,Não,Sim,Sim,Não,12.4,0.5,1.79,Engenharia da computação,Diurno,Curso de especialização tecnológica,16.5,17.714285714285715,Desistente
Solteiro,Não,Masculino,19,Não,Não,Sim,Sim,Não,8.9,1.4,3.51,Gestão de Publicidade e Marketing,Diurno,Educação secundária,13.166666666666666,13.2,Matriculado
Solteiro,Sim,Masculino,20,Não,Não,Não,Sim,Não,16.2,0.3,-0.92,Enfermagem Veterinária,Diurno,Curso de especialização tecnológica,13.8,13.142857142857142,Graduado
Solteiro,Sim,Masculino,25,Não,Não,Não,Sim,Não,9.4,-0.8,-3.12,Turismo,Diurno,Outro - 11º ano de escolaridade,11.166666666666666,11.8,Matriculado
Solteiro,Não,Masculino,25,Não,Não,Não,Não,Não,13.9,-0.3,0.79,Agronomia,Diurno,Educação secundária,0.0,0.0,Desistente
Solteiro,Sim,Masculino,19,Não,Não,Não,Sim,Não,9.4,-0.8,-3.12,Design de Comunicação,Diurno,Educação secundária,12.666666666666666,12.142857142857142,Matriculado
Solteiro,Sim,Masculino,20,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Gestão de Publicidade e Marketing,Diurno,Educação secundária,12.6,14.5,Graduado
Casado,Não,Masculino,33,Não,Não,Não,Sim,Não,16.2,0.3,-0.92,Enfermagem,Diurno,Educação básica 3º ciclo (9º/10º/11º ano) ou equivalente,13.06,0.0,Matriculado
Solteiro,Sim,Masculino,19,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Jornalismo e Comunicação,Diurno,Educação secundária,13.833333333333334,13.625,Graduado
Solteiro,Não,Masculino,31,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Zootecnia,Diurno,Educação básica 3º ciclo (9º/10º/11º ano) ou equivalente,0.0,0.0,Desistente
Solteiro,Não,Masculino,24,Não,Não,Sim,Não,Não,8.9,1.4,3.51,Engenharia da computação,Diurno,Curso de especialização tecnológica,16.0,16.0,Desistente
Solteiro,Não,Masculino,23,Não,Não,Sim,Não,Não,15.5,2.8,-4.06,Engenharia da computação,Diurno,Curso de especialização tecnológica,0.0,0.0,Desistente
Casado,Não,Masculino,26,Não,Não,Não,Não,Sim,9.4,-0.8,-3.12,Gestão (noturno),Noturno,Educação secundária,10.666666666666666,10.666666666666666,Desistente
Casado,Sim,Masculino,38,Não,Não,Não,Sim,Não,16.2,0.3,-0.92,Design de Comunicação,Diurno,Educação superior - bacharelado,14.5,14.5,Graduado
Solteiro,Sim,Masculino,20,Não,Não,Não,Sim,Sim,8.9,1.4,3.51,Engenharia da computação,Diurno,Educação secundária,14.0,13.8,Graduado
Solteiro,Sim,Masculino,20,Não,Não,Não,Sim,Não,12.4,0.5,1.79,Engenharia da computação,Diurno,Educação secundária,13.333333333333334,13.571428571428571,Graduado
Solteiro,Não,Masculino,25,Não,Não,Não,Sim,Não,10.8,1.4,1.74,Enfermagem Veterinária,Diurno,Educação básica 3º ciclo (9º/10º/11º ano) ou equivalente,0.0,0.0,Desistente
Solteiro,Sim,Masculino,19,Não,Não,Não,Sim,Não,8.9,1.4,3.51,Design de Comunicação,Diurno,Educação secundária,12.0,11.2,Graduado
Solteiro,Não,Masculino,18,Não,Não,Não,Sim,Não,8.9,1.4,3.51,Engenharia da computação,Diurno,Educação secundária,16.2,16.0,Graduado
Solteiro,Não,Masculino,28,Não,Não,Não,Sim,Não,10.8,1.4,1.74,Gestão (noturno),Noturno,Outro - 11º ano de escolaridade,10.285714285714286,10.6,Desistente
Solteiro,Sim,Masculino,18,Não,Não,Não,Sim,Não,9.4,-0.8,-3.12,Engenharia da computação,Diurno,Educação secundária,0.0,0.0,Matriculado
Solteiro,Sim,Masculino,20,Não,Não,Não,Sim,Sim,8.9,1.4,3.51,Turismo,Diurno,Educação secundária,13.571428571428571,13.166666666666666,Graduado
Solteiro,Não,Masculino,18,Não,Não,Não,Sim,Não,11.1,0.6,2.02,Zootecnia,Diurno,Educação secundária,14.285714285714286,14.857142857142858,Graduado
Solteiro,Sim,Masculino,19,Não,Não,Não,Sim,Não,12.4,0.5,1.79,Gestão,Diurno,Educação secundária,10.2,10.5,Graduado
Solteiro,Não,Masculino,24,Não,Não,Sim,Sim,Não,12.7,3.7,-1.7,Enfermagem,Diurno,Educação secundária,10.25,10.25,Desistente
Solteiro,Sim,Masculino,21,Não,Não,Não,Sim,Não,10.8,1.4,1.74,Enfermagem Veterinária,Diurno,Educação secundária,0.0,0.0,Desistente
Solteiro,Não,Masculino,20,Não,Não,Não,Sim,Sim,12.7,3.7,-1.7,Gestão de Publicidade e Marketing,Diurno,Educação secundária,14.833333333333334,14.833333333333334,Graduado
Solteiro,Sim,Masculino,21,Não,Não,Não,Sim,Não,13.9,-0.3,0.79,Agronomia,Diurno,Curso de especialização tecnológica,13.625,12.6,Graduado
Casado,Não,Masculino,24,Não,Não,Sim,Sim,Não,10.8,1.4,1.74,Odontologia,Diurno,Educação secundária,12.271428571428572,13.657142857142857,Graduado
Solteiro,Não,Masculino,27,Não,Não,Não,Sim,Não,10.8,1.4,1.74,Gestão (noturno),Noturno,Educação secundária,0.0,0.0,Desistente
Solteiro,Sim,Masculino,19,Não,Não,Sim,Não,Não,8.9,1.4,3.51,Gestão,Diurno,Educação secundária,12.5,10.5,Matriculado
Solteiro,Não,Masculino,39,Não,Não,Não,Sim,Não,8.9,1.4,3.51,Serviço Social (noturno),Noturno,Educação secundária,13.22222222222222,13.142857142857142,Graduado
Solteiro,Não,Masculino,25,Não,Não,Não,Sim,Não,12.4,0.5,1.79,Tecnologias de Produção de Biocombustíveis,Diurno,Educação secundária,15.0,11.5,Desistente
Solteiro,Não,Masculino,18,Não,Não,Não,Não,Não,9.4,-0.8,-3.12,Animação e Design Multimídia,Diurno,Educação superior - licenciatura,0.0,0.0,Desistente
Solteiro,Não,Masculino,19,Não,Não,Não,Sim,Não,10.8,1.4,1.74,Design de Comunicação,Diurno,Educação secundária,13.166666666666666,13.0,Graduado
Solteiro,Não,Masculino,21,Não,Não,Não,Sim,Sim,13.9,-0.3,0.79,Jornalismo e Comunicação,Diurno,Educação secundária,13.833333333333334,14.0,Graduado
Solteiro,Não,Masculino,27,Não,Não,Não,Sim,Não,8.9,1.4,3.51,Gestão (noturno),Noturno,Educação superior - licenciatura (1º ciclo),0.0,0.0,Desistente
Solteiro,Sim,Masculino,19,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Gestão,Diurno,Educação secundária,0.0,0.0,Matriculado
Solteiro,Sim,Masculino,18,Não,Não,Não,Sim,Não,10.8,1.4,1.74,Enfermagem,Diurno,Educação secundária,13.154285714285717,13.154285714285717,Matriculado
Solteiro,Sim,Masculino,27,Não,Não,Não,Sim,Não,9.4,-0.8,-3.12,Gestão de Publicidade e Marketing,Diurno,Educação superior - licenciatura,12.333333333333334,13.166666666666666,Desistente
Solteiro,Sim,Masculino,18,Não,Não,Sim,Sim,Não,12.7,3.7,-1.7,Jornalismo e Comunicação,Diurno,Educação secundária,13.0,11.8,Desistente
Solteiro,Não,Masculino,19,Não,Não,Não,Sim,Não,9.4,-0.8,-3.12,Zootecnia,Diurno,Educação secundária,11.5,11.4,Matriculado
Solteiro,Não,Masculino,19,Não,Não,Não,Sim,Não,13.9,-0.3,0.79,Agronomia,Diurno,Curso de especialização tecnológica,13.25,12.0,Desistente
Solteiro,Não,Masculino,22,Não,Não,Não,Sim,Não,15.5,2.8,-4.06,Agronomia,Diurno,Curso de especialização tecnológica,13.333333333333334,12.75,Matriculado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,10.8,1.4,1.74,Serviço Social,Diurno,Educação secundária,13.5,12.166666666666666,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Sim,10.8,1.4,1.74,Jornalismo e Comunicação,Diurno,Educação secundária,12.666666666666666,12.8,Graduado
Solteiro,Não,Feminino,23,Não,Não,Não,Sim,Não,9.4,-0.8,-3.12,Gestão,Diurno,Educação secundária,15.090909090909092,14.5,Desistente
Solteiro,Sim,Masculino,20,Não,Não,Sim,Não,Não,9.4,-0.8,-3.12,Animação e Design Multimídia,Diurno,Educação secundária,0.0,0.0,Desistente
Solteiro,Sim,Masculino,18,Não,Não,Não,Sim,Não,16.2,0.3,-0.92,Jornalismo e Comunicação,Diurno,Educação secundária,13.166666666666666,12.666666666666666,Graduado
Solteiro,Sim,Masculino,18,Não,Não,Não,Sim,Não,12.4,0.5,1.79,Jornalismo e Comunicação,Diurno,Educação secundária,12.833333333333334,12.833333333333334,Graduado
Solteiro,Sim,Masculino,18,Não,Não,Não,Sim,Não,8.9,1.4,3.51,Engenharia da computação,Diurno,Educação secundária,11.8,12.0,Matriculado
Solteiro,Sim,Masculino,20,Não,Não,Não,Sim,Não,12.7,3.7,-1.7,Jornalismo e Comunicação,Diurno,Educação secundária,11.833333333333334,12.166666666666666,Graduado
Solteiro,Sim,Masculino,20,Não,Não,Não,Sim,Não,15.5,2.8,-4.06,Jornalismo e Comunicação,Diurno,Educação secundária,12.8,12.75,Graduado
Solteiro,Não,Masculino,21,Não,Não,Não,Sim,Não,12.4,0.5,1.79,Design de Comunicação,Diurno,Curso de especialização tecnológica,11.8,11.0,Desistente
Solteiro,Não,Masculino,22,Não,Não,Não,Sim,Não,13.9,-0.3,0.79,Animação e Design Multimídia,Diurno,Educação secundária,0.0,0.0,Matriculado
Solteiro,Sim,Masculino,20,Não,Não,Não,Sim,Não,11.1,0.6,2.02,Engenharia da computação,Diurno,Educação secundária,15.8,14.571428571428571,Desistente
Solteiro,Não,Masculino,19,Não,Não,Sim,Sim,Não,15.5,2.8,-4.06,Animação e Design Multimídia,Diurno,Educação secundária,0.0,0.0,Matriculado
Solteiro,Sim,Masculino,19,Não,Não,Não,Sim,Não,12.4,0.5,1.79,Engenharia da computação,Diurno,Curso de especialização tecnológica,12.5,11.6,Matriculado
Solteiro,Sim,Masculino,20,Não,Não,Não,Sim,Não,8.9,1.4,3.51,Gestão de Publicidade e Marketing,Diurno,Educação secundária,14.666666666666666,13.857142857142858,Graduado
Solteiro,Sim,Masculino,19,Não,Não,Não,Sim,Não,12.4,0.5,1.79,Enfermagem Veterinária,Diurno,Curso de especialização tecnológica,12.5,12.0,Desistente
Solteiro,Sim,Masculino,19,Não,Não,Não,Sim,Não,11.1,0.6,2.02,Engenharia da computação,Diurno,Educação secundária,12.0,10.5,Desistente
Solteiro,Não,Masculino,24,Sim,Não,Sim,Sim,Não,8.9,1.4,3.51,Engenharia da computação,Diurno,Educação secundária,13.142857142857142,11.833333333333334,Matriculado
Solteiro,Não,Masculino,18,Não,Não,Sim,Sim,Não,10.8,1.4,1.74,Gestão de Publicidade e Marketing,Diurno,Educação secundária,12.666666666666666,11.142857142857142,Desistente
Solteiro,Não,Masculino,18,Não,Não,Não,Não,Sim,8.9,1.4,3.51,Engenharia da computação,Diurno,Educação secundária,15.0,14.2,Matriculado
Solteiro,Sim,Feminino,18,Não,Não,Sim,Sim,Não,8.9,1.4,3.51,Serviço Social,Diurno,Educação secundária,13.6,11.8,Desistente
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,8.9,1.4,3.51,Jornalismo e Comunicação,Diurno,Educação secundária,12.5,13.833333333333334,Graduado
Solteiro,Sim,Feminino,21,Não,Não,Não,Sim,Sim,12.4,0.5,1.79,Serviço Social,Diurno,Educação secundária,13.333333333333334,13.5,Graduado
Solteiro,Não,Feminino,18,Sim,Não,Não,Sim,Não,11.1,0.6,2.02,Enfermagem Veterinária,Diurno,Educação secundária,12.25,11.0,Desistente
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Sim,11.1,0.6,2.02,Enfermagem,Diurno,Educação secundária,15.101428571428572,16.09375,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Sim,10.8,1.4,1.74,Serviço Social,Diurno,Educação secundária,13.166666666666666,16.0,Graduado
Solteiro,Sim,Feminino,23,Não,Não,Não,Sim,Não,13.9,-0.3,0.79,Serviço Social (noturno),Noturno,Educação secundária,11.0,0.0,Desistente
Solteiro,Sim,Feminino,21,Não,Não,Não,Sim,Não,8.9,1.4,3.51,Gestão,Diurno,Educação secundária,11.666666666666666,11.75,Graduado
Solteiro,Não,Feminino,20,Não,Não,Não,Sim,Não,9.4,-0.8,-3.12,Serviço Social,Diurno,Educação secundária,10.0,13.0,Matriculado
Solteiro,Sim,Feminino,26,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Serviço Social (noturno),Noturno,Educação secundária,11.571428571428571,11.0,Desistente
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Sim,7.6,2.6,0.32,Jornalismo e Comunicação,Diurno,Educação secundária,12.166666666666666,11.2,Matriculado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,16.2,0.3,-0.92,Animação e Design Multimídia,Diurno,Educação secundária,0.0,0.0,Desistente
Solteiro,Não,Feminino,19,Não,Não,Não,Não,Sim,8.9,1.4,3.51,Gestão de Publicidade e Marketing,Diurno,Educação secundária,13.833333333333334,14.285714285714286,Graduado
Solteiro,Sim,Feminino,20,Não,Não,Não,Sim,Sim,13.9,-0.3,0.79,Enfermagem,Diurno,Educação secundária,12.357142857142858,13.0,Graduado
Solteiro,Sim,Feminino,19,Não,Não,Sim,Não,Não,16.2,0.3,-0.92,Jornalismo e Comunicação,Diurno,Educação secundária,12.166666666666666,10.333333333333334,Desistente
Solteiro,Sim,Feminino,21,Não,Não,Sim,Sim,Não,12.4,0.5,1.79,Serviço Social,Diurno,Curso de especialização tecnológica,12.0,12.5,Matriculado
Solteiro,Não,Feminino,33,Não,Não,Não,Sim,Não,10.8,1.4,1.74,Turismo,Diurno,Educação secundária,12.416666666666666,13.0,Graduado
Solteiro,Não,Feminino,18,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Enfermagem Veterinária,Diurno,Educação secundária,12.75,12.75,Graduado
Solteiro,Não,Feminino,21,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Enfermagem,Diurno,Frequência de educação superior,14.933333333333334,14.933333333333334,Graduado
Solteiro,Sim,Feminino,19,Não,Não,Não,Sim,Não,8.9,1.4,3.51,Jornalismo e Comunicação,Diurno,Educação secundária,13.0,11.666666666666666,Graduado
Divorciado,Não,Feminino,33,Não,Não,Sim,Não,Não,8.9,1.4,3.51,Educação Básica,Diurno,Educação básica 3º ciclo (9º/10º/11º ano) ou equivalente,12.857142857142858,12.666666666666666,Matriculado
